Table	Namespace		Field	Namespace	Key	Type	Calculated	Default Value	Related Table	Related Namespace	Corresponding Field	Corresponding Namespace	Record Deleted	Record Table	Record Field
RegressionModelTerm	Mfg		Model	Mfg	Y	Reference	Input		RegressionModel	Mfg	RegressionModelTerms	Mfg	Delete record	Y	Y
RegressionModelTerm	Mfg		Name	Mfg	Y	String	Input						Delete record	Y	Y
RegressionModelTerm	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
RegressionModelTerm	Mfg		Lag	Mfg	N	Integer	Input	0					Delete record	Y	Y
RegressionModelTerm	Mfg		ProcessingRule	Mfg	N	Enum	Input		RegressionModelTermProcessingRule	Mfg			Delete record	Y	Y
RegressionModelTerm	Mfg		Regressor	Mfg	N	Reference	Input		Regressor	Mfg	RegressionModelTerms	Mfg	Delete record	Y	Y
Regressor	Mfg		Name	Mfg	Y	String	Input						Delete record	Y	Y
Regressor	Mfg		AttachToForecastItemParameters	Solutions	N	Enum	Input		Bool	System			Delete record	Y	Y
Regressor	Mfg		Category	Mfg	N	Reference	Input		RegressorCategory	Mfg	Regressors	Mfg	Retain record, field = Null	Y	Y
Regressor	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
RegressorCategory	Mfg		Name	Mfg	Y	String	Input						Delete record	Y	Y
RegressorCategory	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
RegressorValue	Mfg		Date	Mfg	Y	Date	Input						Delete record	Y	Y
RegressorValue	Mfg		Regressor	Mfg	Y	Reference	Input		Regressor	Mfg	RegressorValues	Mfg	Delete record	Y	Y
RegressorValue	Mfg		Quantity	Mfg	N	Quantity	Input						Delete record	Y	Y
Routing	Mfg		Id	Mfg	Y	String	Input	'Default'					Delete record	Y	Y
Routing	Mfg		Site	Mfg	Y	Reference	Input		Site	Core	Routings	Mfg	Delete record	Y	Y
RParameter	Mfg		Id	Mfg	Y	String	Input						Delete record	Y	Y
RParameter	Mfg		Set	Mfg	Y	Reference	Input		RParameterSet	Mfg	RParameters	Mfg	Delete record	Y	Y
RParameter	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
RParameter	Mfg		Name	Mfg	N	Reference	Input		RParameterName	System			Retain record, field = Null	Y	Y
RParameter	Mfg		Value	Mfg	N	String	Input						Delete record	Y	Y
RParameterSet	Mfg		Name	Mfg	Y	String	Input						Delete record	Y	Y
RParameterSet	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
SafetyLeadTimeProfile	Mfg		Site	Mfg	Y	Reference	Input		Site	Core	SafetyLeadTimeProfiles	Mfg	Delete record	Y	Y
SafetyLeadTimeProfile	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
SafetyLeadTimeProfile	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
SafetyLeadTimeProfileDetail	Mfg		EffectiveInDate	Mfg	Y	Date	Input						Delete record	Y	Y
SafetyLeadTimeProfileDetail	Mfg		SafetyLeadTimeProfile	Mfg	Y	Reference	Input		SafetyLeadTimeProfile	Mfg	SafetyLeadTimeProfileDetails	Mfg	Delete record	Y	Y
SafetyLeadTimeProfileDetail	Mfg		EffectiveOutDate	Mfg	N	Date	Input						Delete record	Y	Y
SafetyLeadTimeProfileDetail	Mfg		SafetyLeadTime	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockAverageDemandProfile	Mfg		Name	Mfg	Y	String	Input						Delete record	Y	Y
SafetyStockAverageDemandProfile	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
SafetyStockAverageDemandProfile	Mfg		Extend	Mfg	N	Integer	Input						Delete record	Y	Y
SafetyStockAverageDemandProfile	Mfg		Multiplier	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockAverageDemandProfile	Mfg		Offset	Mfg	N	Integer	Input						Delete record	Y	Y
SafetyStockItem	Mfg		Part	Mfg	Y	Reference	Input		Part	Mfg	SafetyStockItems	Mfg	Delete record	Y	Y
SafetyStockItem	Mfg		AverageDemand	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockItem	Mfg		DemandOutlierMovingAverageWindow	Mfg	N	Integer	Input	3					Delete record	Y	Y
SafetyStockItem	Mfg		DemandOutlierThreshold	Mfg	N	Quantity	Input	3					Delete record	Y	Y
SafetyStockItem	Mfg		DemandOutlierType	Mfg	N	Reference	Input		OutlierType	Mfg	DemandOutlierTypes	Mfg	Delete record	Y	Y
SafetyStockItem	Mfg		DemandSmoothingAfterIntervalCount	Mfg	N	Integer	Input						Delete record	Y	Y
SafetyStockItem	Mfg		DemandSmoothingBeforeIntervalCount	Mfg	N	Integer	Input						Delete record	Y	Y
SafetyStockItem	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
SafetyStockItem	Mfg		ForecastLag	Mfg	N	Integer	Input	1					Delete record	Y	Y
SafetyStockItem	Mfg		FutureAverageDemandProfile	Mfg	N	Reference	Input		SafetyStockAverageDemandProfile	Mfg	FutureProfileItems	Mfg	Delete record	Y	Y
SafetyStockItem	Mfg		FutureIntervalCount	Mfg	N	Integer	Input						Delete record	Y	Y
SafetyStockItem	Mfg		HistoricalAverageDemandProfile	Mfg	N	Reference	Input		SafetyStockAverageDemandProfile	Mfg	HistoricalProfileItems	Mfg	Delete record	Y	Y
SafetyStockItem	Mfg		HistoricalDemandCategory	Mfg	N	Reference	Input		HistoricalDemandCategory	Mfg	SafetyStockItems	Mfg	Delete record	Y	Y
SafetyStockItem	Mfg		HistoricalEndDate	Mfg	N	Date	Input						Delete record	Y	Y
SafetyStockItem	Mfg		HistoricalForecastCategory	Mfg	N	Reference	Input		HistoricalDemandCategory	Mfg	ForecastSafetyStockItems	Mfg	Delete record	Y	Y
SafetyStockItem	Mfg		HistoricalIntervalCount	Mfg	N	Integer	Input						Delete record	Y	Y
SafetyStockItem	Mfg		HistoricalSkipLeadingZeros	Mfg	N	Enum	Input		Bool	System			Delete record	Y	Y
SafetyStockItem	Mfg		HistoricalStartDate	Mfg	N	Date	Input						Delete record	Y	Y
SafetyStockItem	Mfg		HistoricalSupplyCategory	Mfg	N	Reference	Input		HistoricalSupplyCategory	Mfg	SafetyStockItems	Mfg	Delete record	Y	Y
SafetyStockItem	Mfg		LeadTime	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockItem	Mfg		LeadTimeOutlierMovingAverageWindow	Mfg	N	Integer	Input	3					Delete record	Y	Y
SafetyStockItem	Mfg		LeadTimeOutlierThreshold	Mfg	N	Quantity	Input	3					Delete record	Y	Y
SafetyStockItem	Mfg		LeadTimeOutlierType	Mfg	N	Reference	Input		OutlierType	Mfg	SafetyStockItemSupplyOutlierTypes	Mfg	Delete record	Y	Y
SafetyStockItem	Mfg		LeadTimeSmoothingAfterIntervalCount	Mfg	N	Integer	Input						Delete record	Y	Y
SafetyStockItem	Mfg		LeadTimeSmoothingBeforeIntervalCount	Mfg	N	Integer	Input						Delete record	Y	Y
SafetyStockItem	Mfg		OrderQuantity	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockItem	Mfg		ProcessingRule	Mfg	N	Enum	Input		SafetyStockItemProcessingRule	Mfg			Delete record	Y	Y
SafetyStockItem	Mfg		RemoveDemandOutliers	Mfg	N	Enum	Input		RemoveDemandOutliersProcessingRule	Mfg			Delete record	Y	Y
SafetyStockItem	Mfg		ReportIterationResults	Mfg	N	Enum	Input		Bool	System			Delete record	Y	Y
SafetyStockItem	Mfg		ServiceLevel	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockItem	Mfg		ServiceTime	Mfg	N	Integer	Input						Delete record	Y	Y
SafetyStockItem	Mfg		StandardDeviationDemand	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockItem	Mfg		StandardDeviationLeadTime	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockItem	Mfg		TimePhasedReportCount	Mfg	N	Integer	Input	1					Delete record	Y	Y
SafetyStockItem	Mfg		Type	Mfg	N	Reference	Input		SafetyStockItemType	Mfg	SafetyStockItems	Mfg	Delete record	Y	Y
SafetyStockItemMapping	Mfg		Id	Mfg	Y	String	Input						Delete record	Y	Y
SafetyStockItemMapping	Mfg		Item	Mfg	Y	Reference	Input		SafetyStockItem	Mfg	Mappings	Mfg	Delete record	Y	Y
SafetyStockItemMapping	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
SafetyStockItemMapping	Mfg		HistoricalDemandCategory	Mfg	N	Reference	Input		HistoricalDemandCategory	Mfg	SafetyStockItemMappings	Mfg	Delete record	Y	Y
SafetyStockItemMapping	Mfg		HistoricalEndDate	Mfg	N	Date	Input						Delete record	Y	Y
SafetyStockItemMapping	Mfg		HistoricalForecastCategory	Mfg	N	Reference	Input		HistoricalDemandCategory	Mfg	ForecastSafetyStockItemMappings	Mfg	Delete record	Y	Y
SafetyStockItemMapping	Mfg		HistoricalStartDate	Mfg	N	Date	Input						Delete record	Y	Y
SafetyStockItemMapping	Mfg		HistoricalSupplyCategory	Mfg	N	Reference	Input		HistoricalSupplyCategory	Mfg	SafetyStockItemMappings	Mfg	Delete record	Y	Y
SafetyStockItemMapping	Mfg		IncludeFutureDemand	Mfg	N	Enum	Input		Bool	System			Delete record	Y	Y
SafetyStockItemMapping	Mfg		Multiplier	Mfg	N	Quantity	Input	1.0					Delete record	Y	Y
SafetyStockItemMapping	Mfg		SourcePart	Mfg	N	Reference	Input		Part	Mfg	SafetyStockItemMappings	Mfg	Delete record	Y	Y
SafetyStockItemOutlier	Mfg		Date	Mfg	Y	Date	Input						Delete record	Y	Y
SafetyStockItemOutlier	Mfg		ProcessingRule	Mfg	Y	Enum	Input		SafetyStockOutlierProcessingRule	Mfg			Delete record	Y	Y
SafetyStockItemOutlier	Mfg		SafetyStockItem	Mfg	Y	Reference	Input		SafetyStockItem	Mfg	Outliers	Mfg	Delete record	Y	Y
SafetyStockItemOutlier	Mfg		Adjustment	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockItemOutlier	Mfg		ProtectQuantity	Solutions	N	Enum	Input		Bool	System			Delete record	Y	Y
SafetyStockItemOutlier	Mfg		UseWhenDetectingOutliers	Mfg	N	Enum	Input		BoolY	System			Delete record	Y	Y
SafetyStockItemOutlier_Notes	Mfg		SafetyStockItemOutlier	Mfg	N	Reference	Input		SafetyStockItemOutlier	Mfg	Notes	Mfg	Delete record	Y	Y
SafetyStockItemOutlier_Notes	Mfg		Timestamp	Mfg	N	DateTime	Input						Delete record	Y	Y
SafetyStockItemOutlier_Notes	Mfg		UserId	Mfg	N	String	Input						Delete record	Y	Y
SafetyStockItemOutlier_Notes	Mfg		Value	Mfg	N	String	Input						Delete record	Y	Y
SafetyStockItemType	Mfg		ControlSet	Mfg	Y	Reference	Input		ControlSet	Core	SafetyStockItemTypes	Mfg	Delete record	Y	Y
SafetyStockItemType	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
SafetyStockItemType	Mfg		AsOfDateCalendar	Mfg	N	Reference	Input		Calendar	Core	AsOfDateCalendarSafetyStockItemTypes	Mfg	Delete record	Y	Y
SafetyStockItemType	Mfg		AverageDemandRule	Mfg	N	Enum	Input		AverageDemandRule	Mfg			Delete record	Y	Y
SafetyStockItemType	Mfg		BoundsRule	Mfg	N	Enum	Input		BoundsRule	Mfg			Delete record	Y	Y
SafetyStockItemType	Mfg		CycleCalendar	Mfg	N	Reference	Input		Calendar	Core	CycleCalendarSafetyStockItemTypes	Mfg	Delete record	Y	Y
SafetyStockItemType	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
SafetyStockItemType	Mfg		ExcludePastDueDemand	Mfg	N	Enum	Input		Bool	System			Delete record	Y	Y
SafetyStockItemType	Mfg		ForecastBiasAdjustmentRule	Mfg	N	Enum	Input		ForecastBiasAdjustmentRule	Mfg			Delete record	Y	Y
SafetyStockItemType	Mfg		IntervalsCalendar	Mfg	N	Reference	Input		Calendar	Core	SafetyStockItemTypes	Mfg	Delete record	Y	Y
SafetyStockItemType	Mfg		IntervalsPerPeriod	Mfg	N	Quantity	Input	1.0					Delete record	Y	Y
SafetyStockItemType	Mfg		LeadTimeCalendar	Mfg	N	Reference	Input		Calendar	Core	LeadTimeCalendarSafetyStockItemTypes	Mfg	Delete record	Y	Y
SafetyStockItemType	Mfg		LeadTimePerInterval	Mfg	N	Quantity	Input	1.0					Delete record	Y	Y
SafetyStockItemType	Mfg		MEIODemandHistoricalsPropagationRule	Mfg	N	Enum	Input		MEIODemandHistoricalsPropagationRule	Mfg			Delete record	Y	Y
SafetyStockItemType	Mfg		NonStationaryDemandRule	Mfg	N	Enum	Input		NonStationaryDemandRule	Mfg			Delete record	Y	Y
SafetyStockItemType	Mfg		PeriodCalendar	Mfg	N	Reference	Input		Calendar	Core	PeriodCalendarSafetyStockItemTypes	Mfg	Delete record	Y	Y
SafetyStockItemType	Mfg		PeriodsPerCycle	Mfg	N	Integer	Input						Delete record	Y	Y
SafetyStockItemType	Mfg		ServiceLevelRule	Mfg	N	Enum	Input		ServiceLevelRule	Mfg			Delete record	Y	Y
SafetyStockItemType	Mfg		StandardDeviationDemandRule	Mfg	N	Enum	Input		StandardDeviationDemandRule	Mfg			Delete record	Y	Y
SafetyStockItemType	Mfg		SupplyVariabilityRule	Mfg	N	Enum	Input		SupplyVariabilityRule	Mfg			Delete record	Y	Y
SafetyStockItemType	Mfg		TimePhasedProcessingRule	Mfg	N	Enum	Input		TimePhasedProcessingRule	Mfg			Delete record	Y	Y
SafetyStockItemType	Mfg		UseRollingLeadTimeDemand	Mfg	N	Enum	Input		Bool	System			Delete record	Y	Y
SafetyStockOverride	Mfg		Id	Mfg	Y	String	Input						Delete record	Y	Y
SafetyStockOverride	Mfg		Part	Mfg	Y	Reference	Input		SafetyStockPart	Mfg	SafetyStockOverrides	Mfg	Delete record	Y	Y
SafetyStockOverride	Mfg		AverageDemand	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockOverride	Mfg		CalculatedServiceLevel	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockOverride	Mfg		CurrentQuantity	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockOverride	Mfg		Date	Mfg	N	Date	Input						Delete record	Y	Y
SafetyStockOverride	Mfg		FutureDemand	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockOverride	Mfg		MaximumDaysOfSupply	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockOverride	Mfg		MaximumSafetyStock	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockOverride	Mfg		MinimumDaysOfSupply	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockOverride	Mfg		MinimumSafetyStock	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockOverride	Mfg		OriginalQuantity	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockOverride	Mfg		Quantity	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockOverride	Mfg		ServiceLevel	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockOverride	Mfg		StandardDeviationDemand	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockOverride	Mfg		UnboundedQuantity	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockPart	Mfg		Id	Mfg	Y	String	Input						Delete record	Y	Y
SafetyStockPart	Mfg		Part	Mfg	Y	Reference	Input		Part	Mfg	SafetyStockParts	Mfg	Delete record	Y	Y
SafetyStockPart	Mfg		AverageDemand	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockPart	Mfg		AverageFutureDemand	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockPart	Mfg		CopySafetyStock	Mfg	N	Enum	Input		Bool	System			Delete record	Y	Y
SafetyStockPart	Mfg		CumulativeLeadTime	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockPart	Mfg		Echelon	Mfg	N	Integer	Input						Delete record	Y	Y
SafetyStockPart	Mfg		Family	Mfg	N	Reference	Input		Part	Mfg	FamilyMEIOParts	Mfg	Delete record	Y	Y
SafetyStockPart	Mfg		IncomingServiceTime	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockPart	Mfg		LeadTime	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockPart	Mfg		OutgoingServiceTime	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockPart	Mfg		PartSource	Mfg	N	Reference	Input		PartSource	Mfg	MEIOParts	Mfg	Delete record	Y	Y
SafetyStockPart	Mfg		SafetyStockItem	Mfg	N	Reference	Input		SafetyStockItem	Mfg	SafetyStockParts	Mfg	Delete record	Y	Y
SafetyStockPart	Mfg		ServiceLevel	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockPart	Mfg		StandardDeviationDemand	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockPart	Mfg		StandardDeviationLeadTime	Mfg	N	Quantity	Input						Delete record	Y	Y
SafetyStockPart	Mfg		Type	Mfg	N	Enum	Input		MEIOStageType	Mfg			Delete record	Y	Y
SafetyStockPart	Mfg		UnitHoldingCost	Mfg	N	Money	Input						Delete record	Y	Y
SafetyStockPolicy	Mfg		ControlSet	Mfg	Y	Reference	Input		ControlSet	Core	SafetyStockPolicies	Mfg	Delete record	Y	Y
SafetyStockPolicy	Mfg		Value	Mfg	Y	String	Input						Delete record	Y	Y
SafetyStockPolicy	Mfg		CTPHoldRule	Mfg	N	Enum	Input		SafetyStockPolicyCTPHoldRule	Mfg			Delete record	Y	Y
SafetyStockPolicy	Mfg		DemandTransformationRule	Mfg	N	Enum	Input		SafetyStockPolicyDemandTransformationRule	Mfg			Delete record	Y	Y
SafetyStockPolicy	Mfg		Description	Mfg	N	String	Input						Delete record	Y	Y
SafetyStockPolicy	Mfg		ExpiryRule	Mfg	N	Enum	Input		SafetyStockPolicyExpiryRule	Mfg			Delete record	Y	Y
SafetyStockPolicy	Mfg		OrderPointDateRule	Mfg	N	Enum	Input		PartTypeOrderPointDateRuleRule	Mfg			Delete record	Y	Y
SafetyStockPolicy	Mfg		OrderPointIncrease	Mfg	N	Enum	Input		PartTypeOrderPointIncreaseRule	Mfg			Delete record	Y	Y
SafetyStockPolicy	Mfg		PercentSafetyInterval	Mfg	N	Reference	Input		Calendar	Core	SafetyStockPolicies	Mfg	Delete record	Y	Y
SafetyStockPolicy	Mfg		RangeOfCoverage	Mfg	N	Reference	Input		RangeOfCoverage	Mfg	SafetyStockPolicies	Mfg	Delete record	Y	Y
SafetyStockPolicy	Mfg		SafetyDaysCalendar	Mfg	N	Reference	Input		Calendar	Core	SafetyDaysCalendar	Mfg	Retain record, field = Null	Y	Y
SafetyStockPolicy	Mfg		SafetyDaysDependentDemandUsage	Mfg	N	Enum	Input		SafetyStockPolicySafetyDaysDependentDemandUsage	Mfg			Delete record	Y	Y
SafetyStockPolicy	Mfg		SafetyStockDateRule	Mfg	N	Enum	Input		PartTypeSafetyStockDateRule	Mfg			Delete record	Y	Y
SafetyStockPolicy	Mfg		SafetyStockQuantityRule	Mfg	N	Enum	Input		SafetyStockPolicySafetyStockQuantityRule	Mfg			Delete record	Y	Y
SafetyStockPolicy	Mfg		SafetyStockRule	Mfg	N	Enum	Input		PartTypeSafetyStockRule	Mfg			Delete record	Y	Y
SafetyStockRangeOfCoverage	Mfg		Part	Mfg	Y	Reference	Input		Part	Mfg	SafetyStockRangesOfCoverage	Mfg	Delete record	Y	Y
SafetyStockRangeOfCoverage	Mfg		Count	Mfg	N	Integer	Input						Delete record	Y	Y
SafetyStockRangeOfCoverage	Mfg		Offset	Mfg	N	Integer	Input						Delete record	Y	Y
SafetyStockTimePhasedBounds	Mfg		Date	Mfg	Y	Date	Input						Delete record	Y	Y
SafetyStockTimePhasedBounds	Mfg		Part	Mfg	Y	Reference	Input		Part	Mfg	SafetyStockBounds	Mfg	Delete record	Y	Y
SafetyStockTimePhasedBounds	Mfg		MaximumDaysOfSupply	Mfg	N	Quantity	Input	-1					Delete record	Y	Y
SafetyStockTimePhasedBounds	Mfg		MaximumQuantity	Mfg	N	Quantity	Input	-1					Delete record	Y	Y
SafetyStockTimePhasedBounds	Mfg		MinimumDaysOfSupply	Mfg	N	Quantity	Input	-1					Delete record	Y	Y
SafetyStockTimePhasedBounds	Mfg		MinimumQuantity	Mfg	N	Quantity	Input	-1					Delete record	Y	Y
ScheduledReceipt	Mfg		Line	Mfg	Y	String	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		Order	Mfg	Y	Reference	Input		SupplyOrder	Mfg	Lines	Mfg	Delete record	Y	Y
ScheduledReceipt	Mfg		ActionCode	SupCollab	N	String	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		ActualDockDate	Solutions	N	Date	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		ActualShipDate	Solutions	N	Date	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		AllotmentOverride	Mfg	N	Reference	Input		AllotmentOverride	Mfg	ScheduledReceipts	Mfg	Retain record, field = Null	Y	Y
ScheduledReceipt	Mfg		AnchorDate	Mfg	N	Date	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		Batch	Mfg	N	Reference	Input		Batch	Mfg	ScheduledReceipts	Mfg	Retain record, field = Null	Y	Y
ScheduledReceipt	Mfg		BOMAlternate	Mfg	N	Reference	Input		BOMAlternate	Mfg	ScheduledReceipts	Mfg	Delete record	Y	Y
ScheduledReceipt	Mfg		BuildStatus	Mfg	N	Enum	Input		BuildStatus	Mfg			Delete record	Y	Y
ScheduledReceipt	Mfg		BuyerCommit	SupCollab	N	Enum	Input		Bool	System			Delete record	Y	Y
ScheduledReceipt	Mfg		ConfirmationDateTime	SupCollab	N	DateTime	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		ConfirmDate	SupCollab	N	Date	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		ConfirmQty	SupCollab	N	Quantity	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		CurrentOperation	Mfg	N	Integer	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		CurrentOperationCompleteQuantity	Mfg	N	Quantity	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		DockDate	Mfg	N	Date	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		DockToStockLeadTime	Mfg	N	Quantity	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		DrawingRevision	Mfg	N	String	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		DueDate	Mfg	N	Date	Input	d'Future'					Delete record	Y	Y
ScheduledReceipt	Mfg		ExpiryDate	Mfg	N	Date	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		ExpiryStartDate	Mfg	N	Date	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		FinishStartTime	ProdSched	N	DateTime	Input						Delete record	Y	Y	ProductionScheduling
ScheduledReceipt	Mfg		FixedLeadTime	Mfg	N	Quantity	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		FocusIndicator	Mfg	N	Enum	Input		Bool	System			Delete record	Y	Y
ScheduledReceipt	Mfg		Foundry	Attributes	N	String	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		InputModel	Mfg	N	Reference	Input		Model	Mfg	ScheduledReceipts	Mfg	Delete record	Y	Y
ScheduledReceipt	Mfg		InputPool	Mfg	N	Reference	Input		Pool	Mfg	ScheduledReceipts	Mfg	Delete record	Y	Y
ScheduledReceipt	Mfg		LastModified	SupCollab	N	Date	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		LineValue	SupCollab	N	Money	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		OrderPriority	Mfg	N	Reference	Input	[]{? Value='Low' 0 1, PlanningPriority:D}	OrderPriority	Mfg	ScheduledReceiptsUnderOrderPriority	Mfg	Delete record	Y	Y
ScheduledReceipt	Mfg		OriginalDueDate	Mfg	N	Date	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		OriginalQuantity	Mfg	N	Quantity	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		OriginalRecordId	Solutions	N	String	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		Part	Mfg	N	Reference	Input		Part	Mfg	ScheduledReceipts	Mfg	Delete record	Y	Y
ScheduledReceipt	Mfg		PreShipLT	Mfg	N	Quantity	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		PreviousQty	SupCollab	N	Quantity	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		Priority	Mfg	N	Enum	Input		SNetPriority	Mfg			Delete record	Y	Y
ScheduledReceipt	Mfg		Processed	SupCollab	N	Enum	Input		Bool	System			Delete record	Y	Y
ScheduledReceipt	Mfg		ProtectQuantity	Mfg	N	Enum	Input		Bool	System			Delete record	Y	Y
ScheduledReceipt	Mfg		Quantity	Mfg	N	Quantity	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		ReviewedDateTime	Mfg	N	DateTime	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		Routing	Mfg	N	Reference	Input	[]{? Id='Default' 0 1, Id}	Routing	Mfg	ScheduledReceipts	Mfg	Delete record	Y	Y
ScheduledReceipt	Mfg		SavedPriority	Mfg	N	Reference	Input	[]{? Value='Low' 0 1, PlanningPriority:D}	OrderPriority	Mfg	ScheduledReceiptsUnderSavedPriority	Mfg	Delete record	Y	Y
ScheduledReceipt	Mfg		SchedulePriority	Mfg	N	Quantity	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		SegmentQualifier	SupCollab	N	String	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		Shipment	Mfg	N	Reference	Input		Shipment	Mfg	ScheduledReceipts	Mfg	Delete record	Y	Y
ScheduledReceipt	Mfg		ShipTo	Mfg	N	String	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		StartDate	Mfg	N	Date	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		StartDateTime	ProdSched	N	DateTime	Input						Delete record	Y	Y	ProductionScheduling
ScheduledReceipt	Mfg		StartUnit	Mfg	N	Integer	Input	-1					Delete record	Y	Y
ScheduledReceipt	Mfg		Status	Mfg	N	Reference	Input	[]{? Value='Firm' 0 1, Number}	SupplyStatus	Mfg	ScheduledReceipts	Mfg	Delete record	Y	Y
ScheduledReceipt	Mfg		SupplierCommit	SupCollab	N	Enum	Input		Bool	System			Delete record	Y	Y
ScheduledReceipt	Mfg		SupplierResponse	SupCollab	N	String	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		TotalQuantity	Mfg	N	Quantity	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		TransactionSequence	Mfg	N	Integer	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		TransitTime	Mfg	N	Quantity	Input						Delete record	Y	Y
ScheduledReceipt	Mfg		UnconstrainedQuantity	Mfg	N	Quantity	Input						Delete record	Y	Y
