Table	Namespace	Type	Keyed	Historical	Vector	Delete Records	Record Creation	in Worksheets	Identification Fields	Present	List
PoolMapOverride	Mfg	Input	N	N	N	Y	N	N	SupplyPool,DemandPool,Part	Y
ProductFamily	Mfg	Input	Y	N	N	Y	Y	Y		Y
ProductionCycle	Mfg	Calculated	N	N	N	Y	N	N		Y
ProductionGroup	Mfg	Input	Y	N	N	Y	N	Y		Y
ProductionGroupRelationship	Mfg	Input	N	N	N	Y	N	N	Group1,Group2	N	GroupPlanning
ProductionGroupRelationshipPolicy	Mfg	Input	Y	N	N	Y	N	Y		N	GroupPlanning
ProductionRecurrence	Mfg	Input	Y	N	N	Y	N	Y		Y
ProductionWheel	Mfg	Input	Y	N	N	Y	N	Y		Y
ProductionWheelConstraint	Mfg	Input	Y	N	N	Y	N	N		Y
ProductionWheelType	Mfg	Input	Y	N	N	Y	N	Y		Y
ProfilePoint	Mfg	Input	Y	N	N	Y	N	N		Y
ProjectedLeadTime	Mfg	Input	Y	N	N	Y	N	N		Y
ProjectedYield	Mfg	Input	Y	N	N	Y	N	N		Y
RangeOfCoverage	Mfg	Input	Y	N	N	Y	N	Y		Y
RangeOfCoveragePartOverride	Mfg	Input	Y	N	N	Y	N	N		Y
ReferenceForecastDimension	Mfg	Input	Y	N	N	Y	Y	N		Y
ReferenceForecastTarget	Mfg	Input	Y	N	N	Y	Y	N		Y
ReferencePart	Mfg	Input	Y	N	N	Y	Y	N		Y
Region	Mfg	Input	Y	N	N	Y	Y	Y		Y
RegionGroup	Mfg	Input	Y	N	N	Y	Y	Y		Y
RegressionModel	Mfg	Input	Y	N	N	Y	N	Y		Y
RegressionModelTerm	Mfg	Input	Y	N	N	Y	N	Y		Y
Regressor	Mfg	Input	Y	N	N	Y	N	Y		Y
RegressorCategory	Mfg	Input	Y	N	N	Y	N	Y		Y
RegressorValue	Mfg	Input	Y	N	N	Y	N	N		Y
Routing	Mfg	Input	Y	N	N	Y	Y	N		Y
RParameter	Mfg	Input	Y	N	N	Y	N	N		Y
RParameterSet	Mfg	Input	Y	N	N	Y	N	Y		Y
SafetyLeadTimeProfile	Mfg	Input	Y	N	N	Y	N	Y		Y
SafetyLeadTimeProfileDetail	Mfg	Input	Y	N	N	Y	N	N		Y
SafetyStockAverageDemandProfile	Mfg	Input	Y	N	N	Y	N	Y		Y
SafetyStockHistoricalDemand	Mfg	Calculated	N	N	N	Y	N	N		Y
SafetyStockHistoricalForecast	Mfg	Calculated	N	N	N	Y	N	N		Y
SafetyStockHistoricalSupply	Mfg	Calculated	N	N	N	Y	N	N		Y
SafetyStockItem	Mfg	Input	Y	N	N	Y	N	N		Y
SafetyStockItemDemandParameterSet	Mfg	Calculated	N	N	N	Y	N	N		Y
SafetyStockItemFutureDemand	Mfg	Calculated	N	N	N	Y	N	N		Y
SafetyStockItemMapping	Mfg	Input	Y	N	N	Y	N	N		Y
SafetyStockItemOutlier	Mfg	Input	Y	N	N	Y	N	N		Y
SafetyStockItemOutlier_Notes	Mfg	Input	N	N	N	Y	N	N	SafetyStockItemOutlier,UserId,Timestamp	Y
SafetyStockItemOutlierResult	Mfg	Calculated	N	N	N	Y	N	N		Y
SafetyStockItemOutlierResultSummary	Mfg	Calculated	N	N	N	Y	N	N		Y
SafetyStockItemStatisticalTests	Mfg	Calculated	N	N	N	Y	N	N		Y
SafetyStockItemType	Mfg	Input	Y	N	N	Y	N	Y		Y
SafetyStockOverride	Mfg	Input	Y	N	N	Y	N	N		Y
SafetyStockPart	Mfg	Input	Y	N	N	Y	N	N		Y
SafetyStockPolicy	Mfg	Input	Y	N	N	Y	N	Y		Y
SafetyStockRangeOfCoverage	Mfg	Input	Y	N	N	Y	N	N		Y
SafetyStockResult	Mfg	Calculated	N	N	N	Y	N	N		Y
SafetyStockTimePhasedBounds	Mfg	Input	Y	N	N	Y	N	N		Y
SafetyStockTimePhasedResult	Mfg	Calculated	N	N	N	Y	N	N		Y
ScheduledReceipt	Mfg	Input	Y	N	N	Y	N	N		Y
ScheduledReceipt_Notes	Mfg	Input	N	N	N	Y	N	N	ScheduledReceipt,UserId,Timestamp	Y
ScheduledReceiptCost	Mfg	Calculated	N	N	N	Y	N	N		Y
Shipment	Mfg	Input	Y	N	N	Y	Y	N		Y
ShipmentPolicy	Mfg	Input	Y	N	N	Y	N	Y		Y
ShipSet	Mfg	Input	Y	N	N	Y	Y	Y		Y
ShipSetType	Mfg	Input	Y	N	N	Y	N	Y		Y
Shop	Mfg	Input	Y	N	N	Y	Y	N		Y
ShopKanban	Mfg	Input	Y	N	N	Y	N	N		Y
SiteManager	Mfg	Input	Y	N	N	Y	N	N		Y
SiteManagerType	Mfg	Input	Y	N	N	Y	N	Y		Y
SolutionOverrideDetail	Mfg	Input	Y	N	N	Y	N	N		N	SPOEDevelopment
SolutionOverrideHeader	Mfg	Input	Y	N	N	Y	N	N		N	SPOEDevelopment
SOPAnalyticsConfiguration	Mfg	Input	Y	N	N	Y	N	N		Y
Source	Mfg	Input	Y	N	N	Y	N	N		Y
SourceConstraint	Mfg	Input	Y	N	N	Y	N	N		Y
SourceKanban	Mfg	Input	Y	N	N	Y	N	N		Y
SourceProductionWheel	Mfg	Input	Y	N	N	Y	N	N		Y
SourceRule	Mfg	Input	Y	N	N	Y	N	Y		Y
SPOEBalance	Mfg	Calculated	N	N	N	Y	N	N		N	SupplyPlanningOptimization
SPOEConstraintUsed	Mfg	Calculated	N	N	N	Y	N	N		N	SupplyPlanningOptimization
SPOEDynamicSafety	Mfg	Calculated	N	N	N	Y	N	N		N	SupplyPlanningOptimization
SPOEIndependentDemand	Mfg	Calculated	N	N	N	Y	N	N		N	SupplyPlanningOptimization
SPOEModelCoefficient	Mfg	Calculated	N	N	N	Y	N	N		N	SPOEDevelopment
SPOEModelConstraint	Mfg	Calculated	N	N	N	Y	N	N		N	SPOEDevelopment
SPOEModelInfo	Mfg	Calculated	N	N	N	Y	N	N		N	SPOEDevelopment
SPOEModelSolution	Mfg	Calculated	N	N	N	Y	N	N		N	SPOEDevelopment
SPOEModelVariable	Mfg	Calculated	N	N	N	Y	N	N		N	SPOEDevelopment
SPOENetworkLog	Mfg	Calculated	N	N	N	Y	N	N		N	SPOEDevelopment
SPOENetworkMetric	Mfg	Calculated	N	N	N	Y	N	N		N	SPOEDevelopment
SPOEObjective	Mfg	Calculated	N	N	N	Y	N	N		N	SupplyPlanningOptimization
SPOESummary	Mfg	Calculated	N	N	N	Y	N	N		N	SupplyPlanningOptimization
SPOESupply	Mfg	Calculated	N	N	N	Y	N	N		N	SupplyPlanningOptimization
SPOESupplyDemand	Mfg	Calculated	N	N	N	Y	N	N		N	SupplyPlanningOptimization
SPOEWarmStartValue	Mfg	Calculated	N	N	N	Y	N	N		N	SPOEDevelopment
SpreadProfile	Mfg	Input	Y	N	N	Y	N	Y		Y
StatisticalForecast	Mfg	Calculated	N	N	N	Y	N	N		Y
StatisticalForecastDetail	Mfg	Calculated	N	N	N	Y	N	N		Y
StatisticalForecastDisaggregationActual	Mfg	Calculated	N	N	N	Y	N	N		Y
StatisticalForecastDisaggregationMappedHistoryUsage	Mfg	Calculated	N	N	N	Y	N	N		Y
StatisticalForecastDisaggregationRate	Mfg	Calculated	N	N	N	Y	N	N		Y
StatisticalForecastFitOutput	Mfg	Calculated	N	N	N	Y	N	N		Y
StatisticalForecastMultiStepFitOutput	Mfg	Calculated	N	N	N	Y	N	N		Y
StatisticalForecastOutlier	Mfg	Calculated	N	N	N	Y	N	N		Y
StatisticalForecastOutlierSummary	Mfg	Calculated	N	N	N	Y	N	N		Y
StatisticalForecastPredictActual	Mfg	Calculated	N	N	N	Y	N	N		Y
StatisticalForecastRegressionCoefficient	Mfg	Calculated	N	N	N	Y	N	N		Y
StatisticalForecastResidualAutocorrelation	Mfg	Calculated	N	N	N	Y	N	N		Y
StatisticalForecastResidualCount	Mfg	Calculated	N	N	N	Y	N	N		Y
SubstituteGroup	Mfg	Input	Y	N	N	Y	N	N		Y
SubstituteGroupType	Mfg	Input	Y	N	N	Y	N	Y		Y
SubstituteSupply	Mfg	Calculated	N	N	N	Y	N	N		Y
Supplier	Mfg	Input	Y	N	N	Y	Y	N		Y
SupplierGroup	Mfg	Input	Y	N	N	Y	Y	N		Y
Supply	Mfg	Calculated	N	N	N	Y	N	N		Y
SupplyAllocation	Mfg	Input	Y	N	N	Y	N	N		Y
SupplyAllocation_Notes	Mfg	Input	N	N	N	Y	N	N	SupplyAllocation,UserId,Timestamp	Y
SupplyAllocationType	Mfg	Input	Y	N	N	Y	N	Y		Y
SupplyDemand	Mfg	Calculated	N	N	N	Y	N	N		Y
SupplyOrder	Mfg	Input	Y	N	N	Y	Y	N		Y
SupplyStatus	Mfg	Input	Y	N	N	Y	N	Y		Y
SupplyType	Mfg	Input	Y	N	N	Y	N	Y		Y
TimePhasedDemandParameterSet	Mfg	Input	Y	N	N	Y	N	N		Y
TimePhasedMaximumInventory	Mfg	Input	Y	N	N	Y	Y	N		Y
TimePhasedPartSourceLeadTime	Mfg	Input	Y	N	N	Y	N	N		Y
TimePhasedSafety	Mfg	Input	N	N	N	Y	N	N	Part,Date	Y
TimePhasedSourceLeadTime	Mfg	Input	Y	N	N	Y	N	N		Y
TimePhasedYield	Mfg	Input	Y	N	N	Y	N	N		Y
ToleranceProfile	Mfg	Input	Y	N	N	Y	N	Y		Y
ToleranceProfileZone	Mfg	Input	N	N	N	Y	N	N	ToleranceProfile,ControlSet,ZoneEndInterval	Y
TransportationMode	Mfg	Input	Y	N	N	Y	Y	Y		Y
TrialCoByProductSupply	Mfg	Calculated	N	N	N	Y	N	N		Y
TrialConstraintShortage	Mfg	Calculated	N	N	N	Y	N	N		Y
TrialConsumption	Mfg	Calculated	N	N	N	Y	N	N		Y
TrialPlannedOrder	Mfg	Calculated	N	N	N	Y	N	N		Y
TrialSubstituteSupply	Mfg	Calculated	N	N	N	Y	N	N		Y
UnitOfMeasure	Mfg	Input	Y	N	N	Y	Y	Y		Y
UnitOfMeasureCategory	Mfg	Input	Y	N	N	Y	Y	Y		Y
ValidatePlannedOrder	Mfg	Calculated	N	N	N	Y	N	N		Y
Warehouse	Mfg	Input	Y	N	N	Y	Y	N		Y
WarmStartBOMSubstituteNewAllocation	Mfg	Input	Y	N	N	Y	N	N		N	SPOEDevelopment
WarmStartBOMSubstitutePlannedAllocation	Mfg	Input	Y	N	N	Y	N	N		N	SPOEDevelopment
WarmStartConsensusForecast	Mfg	Input	Y	N	N	Y	N	N		N	SPOEDevelopment
WarmStartIndependentDemand	Mfg	Input	Y	N	N	Y	N	N		N	SPOEDevelopment
WarmStartOnHandDemand	Mfg	Input	Y	N	N	Y	N	N		N	SPOEDevelopment
WarmStartProduction	Mfg	Input	Y	N	N	Y	N	N		N	SPOEDevelopment
WarmStartScheduledReceipt	Mfg	Input	Y	N	N	Y	N	N		N	SPOEDevelopment
WarmStartSubstitute	Mfg	Input	Y	N	N	Y	N	N		N	SPOEDevelopment
WhereConsumed	Mfg	Calculated	N	N	N	Y	N	N		Y
WhereConsumedForDemand	Mfg	Calculated	N	N	N	Y	N	N		Y
WhereConsumedForForecast	Mfg	Calculated	N	N	N	Y	N	N		Y
WhereConsumedForSupply	Mfg	Calculated	N	N	N	Y	N	N		Y
WhereConsumedToHighVolumeOrder	Mfg	Calculated	N	N	N	Y	N	N		Y
WorkCenter	Mfg	Input	Y	N	N	Y	N	N		Y
WorkCenterCapacity	Mfg	Calculated	N	N	N	Y	N	N		Y
WorkCenterType	Mfg	Input	Y	N	N	Y	N	Y		Y
Activity	ProcOrch	Input	Y	N	N	Y	Y	N		Y
Assignment	ProcOrch	Input	Y	N	N	Y	N	N		Y
Notification	ProcOrch	Input	Y	N	N	Y	Y	N		Y
ProcessInstance	ProcOrch	Input	Y	N	N	Y	Y	Y		Y
ProcessInstanceType	ProcOrch	Input	Y	N	N	Y	N	Y		Y
SequenceFlow	ProcOrch	Input	Y	N	N	Y	Y	N		Y
SubProcess	ProcOrch	Input	Y	N	N	Y	Y	N		Y
AddressBook	ProdSched	Input	Y	N	N	Y	N	N	ProdSched::EndpointId,ProdSched::Site	Y	ProductionScheduling
BaselineConflict	ProjMgmt	Input	Y	N	N	Y	N	N		Y
BaselineTaskLink	ProjMgmt	Input	Y	N	N	Y	N	N		Y
BonusSchedule	ProjMgmt	Input	Y	N	N	Y	Y	Y		Y
BonusScheduleByDate	ProjMgmt	Input	Y	N	N	Y	N	N		Y
BonusScheduleByInterval	ProjMgmt	Input	Y	N	N	Y	N	N		Y
Conflict	ProjMgmt	Calculated	N	N	N	Y	N	N		Y
CriticalPath	ProjMgmt	Calculated	N	N	N	Y	N	N		Y
CurvePoint	ProjMgmt	Input	Y	N	N	Y	N	N		Y
PenaltySchedule	ProjMgmt	Input	Y	N	N	Y	Y	Y		Y
PenaltyScheduleByDate	ProjMgmt	Input	Y	N	N	Y	N	N		Y
PenaltyScheduleByInterval	ProjMgmt	Input	Y	N	N	Y	N	N		Y
PointsCurve	ProjMgmt	Input	Y	N	N	Y	Y	Y		Y
Predecessor	ProjMgmt	Input	Y	N	N	Y	Y	N		Y
Project	ProjMgmt	Input	Y	N	N	Y	Y	Y		Y
ProjectGroup	ProjMgmt	Input	Y	N	N	Y	Y	Y		Y
ProjectManager	ProjMgmt	Input	Y	N	N	Y	Y	Y		Y
ProjectStatus	ProjMgmt	Input	Y	N	N	Y	Y	Y		Y
ProjectType	ProjMgmt	Input	Y	N	N	Y	N	Y		Y
Resource	ProjMgmt	Input	Y	N	N	Y	N	Y		Y
ResourceAssignment	ProjMgmt	Input	Y	N	N	Y	N	N		Y
ResourceAssignmentAvailable	ProjMgmt	Input	Y	N	N	Y	N	N		Y
ResourceAvailable	ProjMgmt	Input	Y	N	N	Y	N	N		Y
ResourceCalendarException	ProjMgmt	Input	Y	N	N	Y	N	N		Y
ResourceCostActual	ProjMgmt	Input	Y	N	N	Y	N	N		Y
ResourceCosts	ProjMgmt	Input	Y	N	N	Y	N	N		Y
ResourceDataByDate	ProjMgmt	Calculated	N	N	N	Y	N	N		Y
ResourceGroup	ProjMgmt	Input	Y	N	N	Y	Y	Y		Y
ResourceGroupProjectOverride	ProjMgmt	Input	Y	N	N	Y	N	N		Y
ResourceGroupTaskOverride	ProjMgmt	Input	Y	N	N	Y	N	N		Y
ResourceLoad	ProjMgmt	Calculated	N	N	N	Y	N	N		Y
ResourceProjectOverride	ProjMgmt	Input	Y	N	N	Y	N	N		Y
ResourceType	ProjMgmt	Input	Y	N	N	Y	N	Y		Y
Task	ProjMgmt	Input	Y	N	N	Y	Y	N		Y
Task_Notes	ProjMgmt	Input	N	N	N	Y	N	N	Task,UserId,Timestamp	Y
TaskDemandLink	ProjMgmt	Input	Y	N	N	Y	N	N		Y
TaskDemandLinkCost	ProjMgmt	Calculated	N	N	N	Y	N	N		Y
TaskHyperlink	ProjMgmt	Input	Y	N	N	Y	N	N		Y
TaskPartLink	ProjMgmt	Input	Y	N	N	Y	N	N		Y
TaskPartLinkCost	ProjMgmt	Calculated	N	N	N	Y	N	N		Y
TaskSupplyLink	ProjMgmt	Input	Y	N	N	Y	N	N		Y
TaskSupplyLinkCost	ProjMgmt	Calculated	N	N	N	Y	N	N		Y
TaskType	ProjMgmt	Input	Y	N	N	Y	N	Y		Y
WBS	ProjMgmt	Input	Y	N	N	Y	Y	N		Y
IntegrationDataFileAttributes	PSTools	Input	Y	N	N	Y	N	N	PSTools::ID	Y
IntegrationDataFileAttributes_DeveloperNotes	PSTools	Input	N	N	N	Y	N	N	IntegrationDataFileAttributes,UserId,Timestamp	Y
UserImportStagingTable	PSTools	Input	Y	N	N	Y	Y	N	PSTools::UserId	Y
AsyncMappingTable	PSToolsCandidate	Input	N	N	N	Y	Y	N		Y
AsyncStagingTable	PSToolsCandidate	Input	N	N	N	Y	Y	N		Y
GroupMembersImportStagingTable	PSToolsCandidate	Input	Y	N	N	Y	Y	N	PSToolsCandidate::GroupName,PSToolsCandidate::UserName	Y
GroupMetaImportStagingTable	PSToolsCandidate	Input	Y	N	N	Y	Y	N	PSToolsCandidate::Name	Y
GroupPermissionsImportStagingTable	PSToolsCandidate	Input	Y	N	N	Y	Y	N	PSToolsCandidate::Permission	Y
GroupProfileImportStagingTable	PSToolsCandidate	Input	N	N	N	Y	Y	N		Y
GroupResourcesImportStagingTable	PSToolsCandidate	Input	Y	N	N	Y	Y	N	PSToolsCandidate::Operation,PSToolsCandidate::Resource	Y
UserGroupsImportStagingTable	PSToolsCandidate	Input	Y	N	N	Y	Y	N	PSToolsCandidate::GroupName,PSToolsCandidate::UserID	Y
UserMetaImportStagingTable	PSToolsCandidate	Input	Y	N	N	Y	Y	N	PSToolsCandidate::UserID	Y
UserProfileImportStagingTable	PSToolsCandidate	Input	Y	N	N	Y	Y	N	PSToolsCandidate::UserID	Y
Class	Solutions	Input	Y	N	N	Y	N	Y		Y
ConstraintMetric	Solutions	Input	Y	N	N	Y	Y	N	Solutions::Metric,Solutions::Constraint,Solutions::AsOf	Y
ConstraintMetricValues	Solutions	Input	Y	N	N	Y	Y	N		Y
Country	Solutions	Input	Y	N	N	Y	N	Y		Y
DemandSegment	Solutions	Input	Y	N	N	Y	N	Y		Y	DemandSensing
DemandSensingAIPForecast	Solutions	Input	Y	N	N	Y	N	N		Y	DemandSensing
DemandSensingConfiguration	Solutions	Input	Y	N	N	Y	N	N		Y	DemandSensing
DemandSensingExplanationCategory	Solutions	Input	Y	N	N	Y	Y	N		Y	DemandSensing
DemandSensingFitOutput	Solutions	Input	Y	N	N	Y	N	N		Y	DemandSensing
DemandSensingForecast	Solutions	Input	Y	N	N	Y	N	N		Y	DemandSensing
DemandSensingForecastExplanation	Solutions	Input	Y	N	N	Y	N	N		Y	DemandSensing
DemandSensingForecastInsight	Solutions	Input	Y	N	N	Y	N	N		Y	DemandSensing
DemandSensingForecastItem	Solutions	Input	Y	N	N	Y	N	N		Y	DemandSensing
DemandSensingForecastItemInsight	Solutions	Input	Y	N	N	Y	N	N		Y	DemandSensing
DemandSensingLifeCycle	Solutions	Input	Y	N	N	Y	N	N		Y	DemandSensing
DemandSensingNPIReference	Solutions	Input	Y	N	N	Y	N	N		Y	DemandSensing
DemandTypeGroup	Solutions	Input	Y	N	N	Y	N	Y		Y
DRPConfiguration	Solutions	Input	Y	N	N	Y	N	N		Y
ExplainabilityDataType	Solutions	Input	Y	N	N	Y	N	Y		Y
ExplainabilityDriver	Solutions	Input	Y	N	N	Y	N	N		Y	DemandSensing
ExplainabilityDriverDetail	Solutions	Input	Y	N	N	Y	N	N		Y	DemandSensing
ExplainabilityDriverOverlay	Solutions	Input	Y	N	N	Y	N	N		Y	DemandSensing
ExplainabilityDriverSubType	Solutions	Input	Y	N	N	Y	N	Y		Y
ExplainabilityDriverType	Solutions	Input	Y	N	N	Y	N	Y		Y
ExplainabilityHistoricalDriverContribution	Solutions	Input	Y	N	N	Y	N	N		Y	DemandSensing
ExplainabilityLocalMetric	Solutions	Input	Y	N	N	Y	N	N		Y	DemandSensing
ExplainabilityMetricType	Solutions	Input	Y	N	N	Y	N	Y		Y
ExplainabilityStatus	Solutions	Input	Y	N	N	Y	N	Y		Y
HistoricalDemandOrder	Solutions	Input	Y	Y	N	Y	Y	N		Y
HistoricalShipment	Solutions	Input	Y	Y	N	Y	Y	N		Y
HistoricalSupplyOrder	Solutions	Input	Y	Y	N	Y	Y	N		Y
HoldCode	Solutions	Input	Y	N	N	Y	N	Y		Y
IMConfiguration	Solutions	Input	Y	N	N	Y	N	N		Y
IndependentDemandSolution	Solutions	Input	Y	N	N	Y	N	N		Y
IndependentDemandSolution_CustomerNotes	Solutions	Input	N	N	N	Y	N	N	IndependentDemandSolution,UserId,Timestamp	Y
IndependentDemandSolution_SupplyNotes	Solutions	Input	N	N	N	Y	N	N	IndependentDemandSolution,UserId,Timestamp	Y
InventoryCategory	Solutions	Input	Y	N	N	Y	N	Y		Y
IPOConfiguration	Solutions	Input	Y	N	N	Y	N	N		Y
LifeCycleState	Solutions	Input	Y	N	N	Y	N	Y		Y
Metric	Solutions	Input	Y	N	N	Y	Y	N	Solutions::Metric	Y
MetricAsOf	Solutions	Input	Y	N	N	Y	Y	N		Y
MPSConfiguration	Solutions	Input	Y	N	N	Y	N	N		Y
OFConfiguration	Solutions	Input	Y	N	N	Y	N	N		Y
PartCustomerNPI	Solutions	Input	Y	N	N	Y	N	N		Y	DemandSensing
PartLifeCycleState	Solutions	Input	Y	N	N	Y	N	N		Y
PartMetric	Solutions	Input	Y	N	N	Y	Y	N	Solutions::Metric,Solutions::Part,Solutions::AsOf	Y
PartMetricValues	Solutions	Input	Y	N	N	Y	Y	N		Y
PartSolution	Solutions	Input	Y	N	N	Y	N	N		Y
ProductHierarchy1	Solutions	Input	Y	N	N	Y	N	Y		Y
ProductHierarchy2	Solutions	Input	Y	N	N	Y	N	Y		Y
ProductHierarchy3	Solutions	Input	Y	N	N	Y	N	Y		Y
Segment	Solutions	Input	Y	N	N	Y	Y	Y	Solutions::Strategy,Solutions::Value	Y
SHSCConfiguration	Solutions	Input	Y	N	N	Y	N	N		Y
SiteMetric	Solutions	Input	Y	N	N	Y	Y	N	Solutions::Metric,Solutions::AsOf	Y
SiteMetricValues	Solutions	Input	Y	N	N	Y	Y	N		Y
StorageType	Solutions	Input	Y	N	N	Y	N	Y		Y
SubRegion	Solutions	Input	Y	N	N	Y	N	Y		Y
SupplierMetric	Solutions	Input	Y	N	N	Y	Y	N	Solutions::Metric,Solutions::AsOf	Y
SupplierMetricValues	Solutions	Input	Y	N	N	Y	Y	N		Y
SupplyStage	Solutions	Input	Y	N	N	Y	N	Y		Y	LifeSciences
TimePhasedInventoryNorm	Solutions	Input	Y	N	N	Y	N	N		Y
TimePhasedLocationCapacity	Solutions	Input	Y	N	N	Y	N	N		Y
TransferDestination	Solutions	Input	Y	N	N	Y	N	Y		Y
Mfg__SupplyOrder_TextLine	SupCollab	Input	N	N	N	Y	N	N	SupplyOrder,UserId,Timestamp	Y
U_Division	User	Input	Y	N	N	Y	Y	Y	User::U_Value	Y
U_ProductFamily	User	Input	Y	N	N	Y	Y	Y	User::U_Value	Y
U_ProductLine	User	Input	Y	N	N	Y	Y	Y	User::U_Value	Y
Role	UsrAccess	Input	Y	N	N	Y	Y	Y	UsrAccess::Value	Y
RoleGroup	UsrAccess	Input	Y	N	N	Y	Y	N	UsrAccess::GroupName,UsrAccess::Role	Y
UserRole	UsrAccess	Input	Y	N	N	Y	Y	N	UsrAccess::Role,UsrAccess::UserName	Y
PartValidation	Validation	Input	Y	N	N	Y	N	N		Y
PartValidation_Notes	Validation	Input	N	N	N	Y	N	N	PartValidation,UserId,Timestamp	Y
SAP_MD04	Validation	Input	N	N	N	Y	N	N		Y
